,Title,Link,Genre,Author,Description
40,Trật Đả Cốt Khoa,https://khosachonline.com/sach/trat-da-cot-khoa,Y Học - Sức Khỏe,Võ sư Từ Thiện - Hồ Tường,"Mục lục:
Phần 1 - Khái lược về bộ xương người
Phần 2 - Điều trị bong gân
Phần 3 - Điều trị gãy xương
Phần 4 - Điều trị trật khớp (sai khớp)
Phần phụ lục:
Vài toa thuốc bổ gân xương phòng bong gân trật khớp"
41,12 Thủ Điểm Huyệt Khí Công Phòng Và Chữa Bệnh,https://khosachonline.com/sach/12-thu-diem-huyet-khi-cong-phong-va-chua-benh,Y Học - Sức Khỏe,Lý Hán Minh,"Cuốn sách ""12 thủ điểm huyệt khí công phòng và chữa bệnh"" có kết cấu nội dung gồm 6 chương, nội dung tài liệu trình bày về cơ sở lý luận và tác dụng của khí công, 12 thủ điểm huyệt khí công, tam tự thổ nạp công, sơ đồ các huyệt vị,... Với các bạn chuyên ngành Y dược thì đây là tài liệu tham khảo hữu ích cho các bạn."
42,Rượu Bổ Cổ Truyền Chữa Bách Bệnh,https://khosachonline.com/sach/ruou-bo-co-truyen-chua-bach-benh,Y Học - Sức Khỏe,Lý Ứng - Cung Tân Toàn," Hiện nay có rất nhiều loại rượu bổ có trên thị trường, những chỗ khiếm khuyết lớn nhất của rượu bổ sản xuất hàng loạt là ở chỗ không thích ứng với từng người, từng địa phương, đồng thời giá tiền cũng đắt. Rượu bổ tự ngâm có thể khắc phục được những khiếm khuyết này, nhất là làm được điều đối chứng dùng thuốc. Các phương thuốc cổ của sách này trình bày đều có tác dụng trị liệu tốt, chế tác đơn giản dễ bảo quản, phù hợp với yêu cầu chung của mọi tầng lớp dân chúng khi sử dụng rượu thuốc."
43,Bấm Huyệt Nơi Bàn Chân,https://khosachonline.com/sach/bam-huyet-noi-ban-chan,Y Học - Sức Khỏe,Mildred Carter,"Từ lâu người Trung Hoa và nhiều dân tộc khác ở Đông Á đã biết cách kích thích tạo 1 điểm dưới da trên cơ thể con người để tác động tới hệ thống thần kinh và các cơ quan bên trong. Đó là phương pháp bấm huyệt. Trong vòng một thế kỷ trở lại đây, nhiều bác sĩ danh tiếng tại châu Âu và châu Mỹ đã bỏ nhiều công sức nghiên cứu việc chữa trị bằng phương pháp này và gọi là phương pháp phản ứng (Reflexology)."
44,Cẩm Nang Mẹo Vặt Y Khoa Thực Dụng,https://khosachonline.com/sach/cam-nang-meo-vat-y-khoa-thuc-dung,Y Học - Sức Khỏe,Nhiều Tác Giả,"Cẩm nang mẹo vặt y khoa thực dụng được đúc kết từ những tài liệu y khoa mới nhất, ghi lại kinh nghiệm chẩn trị của hơn 600 bác sĩ chuyên khoa trên khắp thế giới. Cuốn sách nhỏ này cung cấp cho độc giả một số mẹo vặt chữa trị những bệnh thông thường như nhức đầu, mỏi lưng, cảm cúm, khó tiêu, phong ngứa, mất ngủ…, rất hiệu quả lại ít tốn kém về tiền bạc và thời gian. Với những câu chuyện nhỏ, lối viết khôi hài nhẹ nhàng, cuốn sách tránh được sự khô khan, nặng nề thường thấy của các cẩm nang khoa học. Sách do Nhà xuất bản Đồng Nai ấn hành năm 1998"
45,Món Ăn Chữa Bệnh Táo Bón,https://khosachonline.com/sach/mon-an-chua-benh-tao-bon,Y Học - Sức Khỏe,Nguyễn Tú Anh,"Sức khỏe là tiêu chí mà con người luôn cần vươn tới. Vì vậy quan tâm đến sức khỏe của bản thân và những người xung quanh luôn là vấn đề quan trọng trong mọi thời đại. Táo bón không phải là căn bệnh có tính nguy kịch, nhưng nó lại ảnh hưởng rất nhiều đến cuộc sống của chúng ta. Cuốn sách giới thiệu các món ăn chữa bệnh táo bón cho người bị bệnh táo bón và công năng thức ăn thường dùng trong ăn uống điều dưỡng trị bệnh táo bón. Chứng táo bón là một loại bệnh như thế nào? Và người bị chứng táo bón cần biết về những món ăn điều dưỡng."
46,Người Việt Từ Nhà Ra Đường,https://khosachonline.com/sach/nguoi-viet-tu-nha-ra-duong,Tâm Lý - Kỹ Năng Sống,Băng Sơn,"Văn hóa ứng xử trong giao tiếp luôn được xã hội coi là chuẩn mực của mỗi con người. Ngày nay mặc dù xã hộ đã có nhiều thay đổi nhưng giao tiếp ứng xử vẫn có tầm quan trọng đặc biệt. Nó tạo nên các mối quan hệ đẹp có văn hóa, có đạo đức trong cộng đồng dân cư, trong tình bạn trong tình yêu, trong gia đình, trong nhà trường, trong kinh doanh, đàm phán - thương lượng khi có những bất đồng có thể dẫn đến xung đột.
Nét thuần phong mĩ tục của dân tộc ta liệu còn được gìn giữ cho đến ngày nay? Sự ngạc nhiên là nền văn hóa đã có sự giao thoa, để từ đó có những điều tốt và xấu đang tồn tại đan xen nhau. Phải chăng cần phải có những tiếng chuông thức tỉnh để từ đó nhằm nâng cao văn hóa ứng xử trong giao tiếp xã hội của dân tộc ta.
Bắt nguồn từ hiện thực đó, cuốn sách ""Người Việt từ nhà ra đường"" chính là những lời khuyên, tâm huyết của tác giả gửi đến bạn đọc xa gần về cách sống, cách ứng xử hàng ngày để mỗi người có một cuộc sống tốt đẹp hơn.
"
47,Bệnh Tăng Huyết Áp Cách Phòng Và Điều Trị,https://khosachonline.com/sach/benh-tang-huyet-ap-cach-phong-va-dieu-tri,Y Học - Sức Khỏe,Bùi Quang Kinh,"Theo Tổ chức Y tế Thế giới hiện nay tăng huyết áp được xem là một trong 10 bệnh nguy hiểm ảnh hưởng lớn đến sức khoẻ nhân loại có thể làm giảm thọ từ 10 đến 20 tuổi. Thực tế cũng đã cho thấy hậu quả của việc điều trị không đúng bệnh tăng huyết áp sẽ dẫn đến tình trạng huyết áp tăng cao đột ngột có thể làm đứt mạch máu não gây xuất huyết não, đột quỵ, suy tim cấp, phù phổi cấp hay tình trạng huyết áp tăng vừa phải thường xuyên sẽ gây ra suy tim mãn, suy thận mãn, tổn thương ở đáy mắt. Quyển sách Bệnh Tăng Huyết Áp Cách Phòng Và Điều Trị sẽ giới thiệu cho bạn làm sao để điều trị tốt bệnh tăng huyết áp và phòng ngừa được các biến chứng của nó."
48,Phòng Và Chữa Bệnh Cận Thị,https://khosachonline.com/sach/phong-va-chua-benh-can-thi,Y Học - Sức Khỏe,Hoàng Thái,"Giới thiệu tương đối tỉ mỉ và hệ thống về hệ thống chiết quang của mắt, sự hình thành bệnh cận thị, biểu hiện lâm sàng, chẩn đoán trị liệu, những thói quen và những nguy hại của nó dẫn đến bệnh cận thị và các phương pháp bảo vệ mắt, phòng chống cận thị. Sách có các nội dung sau: Hệ thống chiết quang của mắt gồm những bộ phận nào, Những nguyên nhân nào gây ra cận thị, Bệnh cận thị phát sinh theo quy luật gì,..."
49,Chữa Bệnh Rối Loạn Tiền Đình Bằng Phương Pháp Đông Y Châm Cứu,https://khosachonline.com/sach/chua-benh-roi-loan-tien-dinh-bang-phuong-phap-dong-y-cham-cuu,Y Học - Sức Khỏe,Hoàng Văn Vinh,"120 Trang Chứng rối loạn tiền đình, đông y gọi là Huyễn vựng là một chứng chứ không phải là một tên bệnh. Chúng Huyễn Vựng là đầu quay cuồng chuếnh choáng, mắt hoa đen xây sẩm- chứng này đời xưa đã chữa từ lâu, song nhiều người có nhiều lập luận khác nhau, người cho rằng hoả, người cho vì đờm, người cho vì hư....Nay tác giả đem kinh nghiệm bản thân chữa trị, quy nạp cho có hệ thống, những điều nên theo, những thuyết nên bỏ, giúp cho người mới bước vào đời làm thuốc có phương hướng sẵn sàng đỡ phải mò kim đáy bể."
50,Viêm gan - Biết để sống tốt hơn,https://khosachonline.com/sach/viem-gan-biet-de-song-tot-hon,Y Học - Sức Khỏe,Nguyễn Minh Tiến,"Gan là một trong những cơ quan rất quan trọng của cơ thể nhưng cũng rất thường bị lãng quên. Trừ khi chúng ta đã có một vấn đề nào đó với các chức năng của gan, bằng không thì chúng ta rất ít khi quan tâm đến những công việc mà cơ quan này vẫn âm thầm thực hiện.Cuốn sách Viêm Gan, Biết Để Sống Tốt Hơn được biên soạn nhằm cung cấp cho những ai quan tâm có được những thông tin tối thiểu, những hiểu biết cơ bản nhất về gan và các chứng viêm gan."
51,Kotler - Bàn về tiếp thị,https://khosachonline.com/sach/kotler-ban-ve-tiep-thi,Marketing - Bán hàng,Philip Kotler,"Cuốn sách “Kotler bàn về tiếp thị” trình bày những chỉ dẫn cơ bản đã được mong đợi từ lâu của ông về tiếp thị dành cho các nhà quản lý, vừa mới được viết dựa trê cơ sở những bài giảng thành công phi thường của ông trên khắp thế giới về tiếp thị trong thiên niên kỷ mớivới các nhà doanh nghiệp hoặc đang mong muốn trở thành nhà doanh nghiệp, đây là một trong những cuốn sách gối đầu giường không thể không đọc, suy ngẫm và vận dụng để thành đạt trên thương trường."
52,Giáo Trình Quản Trị Doanh Nghiệp,https://khosachonline.com/sach/giao-trinh-quan-tri-doanh-nghiep,Kinh Tế - Quản Lý,Nguyễn Văn Ký,"Giáo trình quản trị doanh nghiệp của ThS. Nguyễn Văn Ký và sinh viên Lã Thị Ngọc Diệp nhằm trang bị cho học sinh những kiến thức cơ bản về pháp luật và nghiệp vụ quản trị doanh nghiệp thông qua 4 chương, bao gồm : Giới thiệu các vấn đề của doanh nghiệp, giới thiệu những vấn đề cơ bản trong quản trị nhân sự và quản trị khoa học công nghệ trong doanh nghiệp, cung cấp những kiến thức cơ bản trong quản trị chi phí, kết quả và chính sách tài chính doanh nghiệp, trình bày những vấn đề liên quan đến công tác kiểm soát trong doanh nghiệp."
53,Dạy Con Làm Giàu - Tập 11,https://khosachonline.com/sach/day-con-lam-giau-tap-11,Kinh Tế - Quản Lý,Robert Kiyosaki - Sharon Lechter,Dạy Con Làm Giàu XI - Trường Dạy Kinh Doanh Cho Những Người Thích Giúp Đỡ Người Khác
54,100 Quy Luật Bất Biến Để Thành Công Trong Kinh Doanh,https://khosachonline.com/sach/100-quy-luat-bat-bien-de-thanh-cong-trong-kinh-doanh,Kinh Tế - Quản Lý,Brian Tracy,"Cuốn sách này là kết quả của hơn 30 nghiên cứu, tìm tòi và trải nghiệm của tác giả Brian Tracy. Cuốn sách đã tập hợp những kiến thức, thông tin quý giá kết hợp với những giải thích chi tiết giúp bạn nắm vững những quy luật thành công trong kinh doanh. Khi kết hợp những quy luật này với cách tư duy và ra quyết định, hiệu quả làm việc của bạn sẽ trở nên tối ưu."
55,Biết Hài Lòng,https://khosachonline.com/sach/biet-hai-long,Tâm Lý - Kỹ Năng Sống,Leo Babauta,"Biết Hài Lòng – Là chính mình, vui sống mà vẫn làm được việc.
“Biết Hài Lòng” là một quyển sách khá hay của Leo Babauta. Nếu bạn đang gặp khó khăn, hay nổi giận, buồn bã trong cuộc sống, thì đây là quyển sách dành cho bạn.
Đây là một quyển sách hướng đến hành động. Sách được viết để bạn :
– Đọc trong một giờ. Không phải đọc sơ sơ rồi bỏ đó, mà là đọc thực sự.
– Biến phương pháp thành hành động. Ngay lập tức.
– Luyện tập kỹ năng hàng ngày, mỗi ngày ít phút thôi. Trong thời gian ngắn, bạn sẽ có các kỹ năng cơ bản giúp bản thân biết hài lòng, ít giận dữ và ít stress hơn trước nhiều.
Sách được team dịch thuật của ecoblader dịch với sự cho phép của chính tác giả Leo Babauta và với mục đích phi thương mại."
56,Khoe Bàn Chân Nhỏ,https://khosachonline.com/sach/khoe-ban-chan-nho,Tâm Lý - Kỹ Năng Sống,Bách Dương,"""Vì sao người Trung Quốc nói to? Bởi vì không có cảm giác an toàn, nên âm vực của người Trung Quốc rất cao, họ cảm thấy nói lớn thì cái lý cũng lớn, chỉ cần tiếng to, giọng khỏe, cái lý nó cũng chạy sang phía mình.""

""Không đoàn kết, đấu đá nội bộ chính là những thói xấu thâm căn cố đế của người Trung Quốc. Không phải do phẩm chất của người Trung Quốc có gì yếu kém, mà là do trong văn hóa của người Trung Quốc có một thứ siêu virus...""

""Do người Trung Quốc không ngừng che giấu những sai lầm của mình, không ngừng nói khoác, nói không, nói giả, nói dối, nói cay độc nên tâm hồn của người Trung Quốc đã hoàn toàn bị đóng chặt, không thể mở rộng được nữa."""
57,99 Khoảnh Khắc Đời Người,https://khosachonline.com/sach/99-khoanh-khac-doi-nguoi,Tâm Lý - Kỹ Năng Sống,Zhang Zi Wen,"Con người là một thực thể phức tạp, trong con người chứa đựng nhiều cảm xúc, tâm trạng khác nhau, đôi khi chỉ là một khoảnh khắc nhưng lại có ảnh hưởng rất lớn đến cả cuộc đời… Qua quá trình nghiên cứu con người, các nhà nghiên cứu đã tổng hợp được 99 khoảnh khắc quan trọng nhất trong cuộc đời mà con người phải trải qua, có khi là niềm vui, có khi là nỗi buồn nhưng nếu con người có thể khống chế và điều khiển cảm xúc trong khoảnh khắc đó thì tâm hồn sẽ thanh thản hơn, nhẹ nhàng hơn, để khi trở về với cát bụi con người không phải hối tiếc."
58,11 Lối Tư Duy Thay Đổi Cách Nhìn Và Sáng Tạo Tương Lai,https://khosachonline.com/sach/11-loi-tu-duy-thay-doi-cach-nhin-va-sang-tao-tuong-lai,Tâm Lý - Kỹ Năng Sống,John Naisbitt,"Naisbitt đã vén tấm rèm che khuất tương lai, khai mở những hiểu biết sáng suốt giúp nhìn thấu thế giới của hôm nay và cơ hội của ngày mai. Dựa trên bộ công cụ đầy hiệu quả  Naisbitt đã sàng lọc, đánh giá, phân tích các thông tin, sự kiện, từ đó tìm ra mối liên hệ giữa chúng, ghép nối các mảnh của bức tranh tương lai thành một bức tranh hoàn chỉnh. Soi chiếu 11 lối tư duy vào “quả cầu pha lê”, Naisbitt tiên đoán 5 sức mạnh chính sẽ chi phối cuộc sống của chúng ta trong những thập kỷ tiếp theo của thế kỷ XXI."
